6069|||2|(C)GATEWAY MALL|CMB|2|2052|2091-01-01||722|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|114|CLOSED REGION|2052|N|K|CMB|NULL|M|NULL|NULL|NULL|NULL||||NULL|||0|||NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|269|12486|3108|2012-02-25|NULL|NULL
10637|||2|SGH CATALOG(SUMMER COMB SPORT)|INT|19|2982|2096-06-02|2099-08-29|0|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|2982|N|G|INT|G|N|N|N|NA|USD|0|0|0|0|0|5|0|0|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|CL|13008|20816|3108|2012-02-25|NULL|NULL
85|||2|SUMMIT MALL|SHI|2|4260|2088-02-15|2000-12-28|510|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|260|H|K|SHI|NULL|M|NULL|B|NA|USD|0|0|3|2|0|5|3|3|0|5|B|NULL|KOV|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
885|||2|DUTCH SQUARE MALL|SHI|2|1236|2094-11-25|2000-10-28|546|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|1236|N|K|SHI|NULL|M|Y|N|NA|USD|0|0|0|0|0|5|0|0|0|NULL|NULL|NULL|KOV|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
2205|||2|BROOKDALE CENTER|SHI|2|3968|2002-11-16|2007-06-27|613|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|3968|H|K|SHI|NULL|M|N|N|F|USD|0|4|0|0|0|5|0|0|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Z|WNA|269|20816|3108|2012-02-25|NULL|NULL
2253|||2|WINNIPEG CENTER|SHI|2|2899|2096-06-09|2098-05-02|900|99|SH-STR CLOSINGS|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|2899|N|D|SHI|LF|E|Y|N|NA|CAD|0|0|0|0|0|5|0|0|0|NULL|NULL|L|N|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
2349|||2|PERRYVILLE OUTLET|SHI|2|2357|2095-05-06|2099-12-31|512|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|2357|N|I|SHI|NULL|O|Y|N|NA|USD|0|0|0|0|0|5|0|0|0|NULL|NULL|NULL|O|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
2357|||2|FORT MEYERS|SHI|2|2436|2095-04-30|2099-01-12|571|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|2436|N|D|SHI|LF|L|NULL|N|NA|USD|0|0|0|0|0|5|0|0|0|NULL|NULL|L|N|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
3453|||2|UNIVERSITY SQUARE I|SHI|2|105|2075-03-01|2099-03-31|539|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|105|H|K|SHI|NULL|M|NULL|B|NA|USD|0|0|2|3|0|5|2|1|0|12|C|NULL|B|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
4829|||2|HILLTOP|SHI|2|2278|2094-10-30|2097-09-28|807|99|SH-STR CLOSINGS|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||114|CLOSED REGION|2278|N|K|SHI|NULL|M|Y|N|NA|USD|0|0|0|0|0|5|0|0|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|CL|269|20816|3108|2012-02-25|NULL|NULL
