882|1|14|16|2007-06-16 17:57:37.480457
1282|1|9|40|2007-06-16 17:57:37.480457
20418|4|20|14|2012-03-29 21:46:48.161894
14898|1|13|5104|2010-03-05 21:46:05.567526
14530|1|13|5104|2008-05-20 18:00:50.059789
354|1|9|39|2007-06-16 17:57:37.480457
15074|1|6|5113|2011-01-25 21:45:59.218641
14746|1|15|5103|2009-04-01 22:00:58.22033
14578|1|8|6|2008-06-05 22:00:52.847902
19730|1|12|3|2012-03-29 21:46:44.954764
19850|4|20|14|2012-03-29 21:46:45.400649
15066|1|87|5112|2011-01-07 21:45:58.421884
1586|4|18|22|2007-06-16 17:57:37.480457
14834|1|9|5105|2009-12-16 21:46:03.565299
1530|1|1|7|2007-06-16 17:57:37.480457
20298|1|2|18|2012-03-29 21:46:47.749627
1810|1|16|19|2007-06-16 17:57:37.480457
20074|4|18|42|2012-03-29 21:46:46.686716
14730|1|2|18|2009-02-25 22:01:25.98074
50|1|1|8|2007-06-16 17:57:37.480457
802|4|18|42|2007-06-16 17:57:37.480457
1170|1|11|30|2007-06-16 17:57:37.480457
642|1|2|18|2007-06-16 17:57:37.480457
2114|1|15|5103|2007-06-16 17:57:37.480457
2162|1|8|6|2007-06-16 17:57:37.480457
106|1|14|16|2007-06-16 17:57:37.480457
15554|4|18|34|2011-12-27 21:44:17.38809
1834|1|8|4|2007-06-16 17:57:37.480457
2026|1|12|1|2007-06-16 17:57:37.480457
19690|1|1|5|2012-03-29 21:46:44.624398
138|1|13|9|2007-06-16 17:57:37.480457
14850|1|11|32|2009-12-23 21:46:05.056958
498|1|13|9|2007-06-16 17:57:37.480457
234|1|11|31|2007-06-16 17:57:37.480457
14586|1|1|5|2008-06-05 22:00:52.847902
2402|4|20|13|2007-06-16 17:57:37.480457
19698|4|20|13|2012-03-29 21:46:44.67729
258|1|11|31|2007-06-16 17:57:37.480457
14570|1|8|6|2008-06-05 22:00:52.847902
20482|1|13|9|2012-04-26 06:13:41.786653
1194|4|20|14|2007-06-16 17:57:37.480457
14810|1|11|32|2009-10-07 21:45:55.12126
906|1|8|4|2007-06-16 17:57:37.480457
14890|1|1|11|2010-01-07 21:46:07.78672
20162|1|1|11|2012-03-29 21:46:47.179185
19786|4|20|13|2012-03-29 21:46:45.16943
18|1|12|1|2007-06-16 17:57:37.480457
20258|1|12|1|2012-03-29 21:46:47.568067
19890|1|11|33|2012-03-29 21:46:45.547898
14498|1|1|7|2008-03-03 18:05:43.665392
20386|1|14|27|2012-03-29 21:46:48.045539
914|1|1|7|2007-06-16 17:57:37.480457
20050|4|18|22|2012-03-29 21:46:46.584431
2458|1|8|24|2007-06-16 17:57:37.480457
19754|1|1|11|2012-03-29 21:46:45.037563
14602|1|14|27|2008-06-05 22:00:52.847902
14970|1|10|37|2010-08-13 21:46:00.8684
1498|1|1|7|2007-06-16 17:57:37.480457
20098|1|2|18|2012-03-29 21:46:46.773948
482|1|1|11|2007-06-16 17:57:37.480457
14778|4|20|13|2009-06-10 22:00:55.286595
2042|1|16|19|2007-06-16 17:57:37.480457
14922|1|12|2|2010-06-07 21:45:53.086593
20442|1|12|2|2012-03-29 21:46:48.246516
15658|1|9|5105|2012-03-21 21:46:44.112557
1506|1|1|11|2007-06-16 17:57:37.480457
402|1|9|39|2007-06-16 17:57:37.480457
14386|1|13|5104|2007-11-07 18:01:00.791982
14362|1|12|2|2007-10-11 18:00:42.841689
14314|1|9|5105|2007-07-18 18:01:01.116572
19938|1|9|5105|2012-03-29 21:46:45.735623
1842|1|2|18|2007-06-16 17:57:37.480457
2362|1|14|16|2007-06-16 17:57:37.480457
20506|4|20|14|2012-07-19 21:46:44.265047
474|1|1|7|2007-06-16 17:57:37.480457
14826|1|9|5105|2009-12-16 21:46:03.565299
730|1|13|9|2007-06-16 17:57:37.480457
130|1|13|5104|2007-06-16 17:57:37.480457
74|1|9|39|2007-06-16 17:57:37.480457
15530|1|11|31|2011-12-27 21:44:17.104682
14794|1|1|11|2009-09-03 22:00:55.576923
82|1|12|2|2007-06-16 17:57:37.480457
2074|1|8|6|2007-06-16 17:57:37.480457
19738|1|12|3|2012-03-29 21:46:44.985273
930|4|18|22|2007-06-16 17:57:37.480457
218|1|11|32|2007-06-16 17:57:37.480457
20458|1|15|5103|2012-03-29 21:46:48.314259
1266|1|14|28|2007-06-16 17:57:37.480457
530|4|18|42|2007-06-16 17:57:37.480457
898|1|12|2|2007-06-16 17:57:37.480457
14882|1|1|5|2010-01-07 21:46:07.78672
20034|1|13|21|2012-03-29 21:46:46.481724
90|4|20|12|2007-06-16 17:57:37.480457
826|1|14|27|2007-06-16 17:57:37.480457
15546|4|18|42|2011-12-27 21:44:17.349206
1274|1|9|39|2007-06-16 17:57:37.480457
14338|1|14|27|2007-08-31 18:00:51.014105
42|1|8|10|2007-06-16 17:57:37.480457
14394|1|8|6|2007-12-11 18:00:49.873232
394|1|9|40|2007-06-16 17:57:37.480457
226|1|11|30|2007-06-16 17:57:37.480457
14698|1|15|5103|2008-12-09 23:45:47.681084
850|1|12|2|2007-06-16 17:57:37.480457
2322|4|20|12|2007-06-16 17:57:37.480457
426|1|13|9|2007-06-16 17:57:37.480457
19842|1|11|31|2012-03-29 21:46:45.376188
14322|4|20|13|2007-08-21 18:00:39.889963
938|4|20|13|2007-06-16 17:57:37.480457
1850|1|10|37|2007-06-16 17:57:37.480457
786|1|11|31|2007-06-16 17:57:37.480457
20202|1|1|7|2012-03-29 21:46:47.354512
274|1|14|16|2007-06-16 17:57:37.480457
14354|1|13|5104|2007-10-10 18:21:35.696451
20242|1|14|28|2012-03-29 21:46:47.515978
154|1|8|4|2007-06-16 17:57:37.480457
15610|1|1|7|2011-12-27 21:44:17.677463
1258|1|14|16|2007-06-16 17:57:37.480457
842|1|12|1|2007-06-16 17:57:37.480457
1578|4|18|42|2007-06-16 17:57:37.480457
15562|4|18|34|2011-12-27 21:44:17.417548
362|1|14|28|2007-06-16 17:57:37.480457
298|1|16|38|2007-06-16 17:57:37.480457
922|1|1|5|2007-06-16 17:57:37.480457
506|1|17|5111|2007-06-16 17:57:37.480457
1242|1|11|30|2007-06-16 17:57:37.480457
20370|1|14|27|2012-03-29 21:46:47.979537
1226|1|11|32|2007-06-16 17:57:37.480457
1546|1|12|1|2007-06-16 17:57:37.480457
20682|1|6|5113|2013-01-29 21:46:47.046727
602|1|13|20|2007-06-16 17:57:37.480457
194|1|14|16|2007-06-16 17:57:37.480457
20066|4|18|42|2012-03-29 21:46:46.661846
15650|1|87|5112|2012-01-27 21:45:09.542708
20402|1|6|5107|2012-03-29 21:46:48.108125
242|1|11|32|2007-06-16 17:57:37.480457
2298|1|9|39|2007-06-16 17:57:37.480457
20042|4|18|42|2012-03-29 21:46:46.507122
14522|1|9|5105|2008-05-15 18:01:24.228592
14634|4|20|13|2008-08-06 22:00:51.629037
210|4|20|15|2007-06-16 17:57:37.480457
19714|1|12|1|2012-03-29 21:46:44.807568
20450|1|9|39|2012-03-29 21:46:48.274527
20018|1|1|5|2012-03-29 21:46:46.368876
14866|1|1|11|2010-01-07 21:46:07.78672
1826|1|1|11|2007-06-16 17:57:37.480457
14706|1|11|32|2009-01-05 22:01:00.896645
20122|1|17|5111|2012-03-29 21:46:46.956596
15482|4|19|49|2011-06-21 21:44:39.171572
20266|1|12|2|2012-03-29 21:46:47.592
2522|1|14|25|2007-06-16 17:57:37.480457
15034|1|11|32|2010-12-02 21:45:59.238375
19986|1|8|6|2012-03-29 21:46:46.189209
1162|1|11|32|2007-06-16 17:57:37.480457
338|1|11|31|2007-06-16 17:57:37.480457
202|1|14|28|2007-06-16 17:57:37.480457
10|1|12|17|2007-06-16 17:57:37.480457
19922|1|14|28|2012-03-29 21:46:45.684835
19834|1|14|16|2012-03-29 21:46:45.350739
20306|4|20|13|2012-03-29 21:46:47.773992
15522|1|11|31|2011-12-27 21:44:16.923556
14626|1|1|7|2008-07-10 22:00:51.814246
20514|1|9|40|2012-08-05 21:47:05.56983
890|1|12|17|2007-06-16 17:57:37.480457
522|4|18|34|2007-06-16 17:57:37.480457
1994|1|1|11|2007-06-16 17:57:37.480457
20026|1|12|1|2012-03-29 21:46:46.392933
634|1|2|18|2007-06-16 17:57:37.480457
20138|1|12|1|2012-03-29 21:46:47.020757
19978|1|8|4|2012-03-29 21:46:46.059516
2306|4|20|15|2007-06-16 17:57:37.480457
20338|1|7|51|2012-03-29 21:46:47.877453
15082|4|20|14|2011-01-27 21:45:55.128032
15018|1|2|18|2010-09-16 21:46:18.066931
1290|1|9|40|2007-06-16 17:57:37.480457
14842|1|9|39|2009-12-16 21:46:03.565299
19946|1|9|5105|2012-03-29 21:46:45.767981
818|4|18|42|2007-06-16 17:57:37.480457
20322|1|6|5113|2012-03-29 21:46:47.827514
19722|1|14|16|2012-03-29 21:46:44.832847
954|1|14|27|2007-06-16 17:57:37.480457
20090|4|20|13|2012-03-29 21:46:46.749448
2002|4|20|14|2007-06-16 17:57:37.480457
15618|4|19|49|2012-01-03 21:44:11.575878
20410|1|13|20|2012-03-29 21:46:48.13699
19674|1|12|2|2012-03-29 21:46:44.423219
20530|1|17|5111|2012-09-07 21:46:45.137337
386|1|9|39|2007-06-16 17:57:37.480457
14562|1|1|5|2008-06-05 22:00:52.847902
146|1|1|7|2007-06-16 17:57:37.480457
1250|1|14|16|2007-06-16 17:57:37.480457
15602|4|20|13|2011-12-27 21:44:17.653032
178|4|20|13|2007-06-16 17:57:37.480457
2018|1|8|10|2007-06-16 17:57:37.480457
19682|1|13|9|2012-03-29 21:46:44.533782
722|1|11|32|2007-06-16 17:57:37.480457
1514|1|13|20|2007-06-16 17:57:37.480457
14762|1|13|20|2009-05-01 22:00:52.270214
618|1|1|7|2007-06-16 17:57:37.480457
19898|1|11|31|2012-03-29 21:46:45.572455
14298|4|20|14|2007-06-18 18:00:42.565594
2154|4|20|13|2007-06-16 17:57:37.480457
2066|1|17|5111|2007-06-16 17:57:37.480457
1518|1|13|5104|2007-06-16 17:57:37.480457
14766|4|20|13|2009-05-01 22:00:52.270214
1286|1|9|40|2007-06-16 17:57:37.480457
20054|4|18|34|2012-03-29 21:46:46.620461
14550|1|14|27|2008-06-05 22:00:52.847902
20198|1|8|10|2012-03-29 21:46:47.340338
19854|4|20|14|2012-03-29 21:46:45.413287
19822|1|11|30|2012-03-29 21:46:45.299999
20662|1|7|50|2012-12-18 21:47:01.62685
19894|1|11|32|2012-03-29 21:46:45.560896
20382|1|9|5105|2012-03-29 21:46:48.018544
110|1|12|1|2007-06-16 17:57:37.480457
2318|1|1|8|2007-06-16 17:57:37.480457
230|1|11|30|2007-06-16 17:57:37.480457
14950|1|14|28|2010-07-13 21:45:55.113676
14582|1|14|27|2008-06-05 22:00:52.847902
20102|4|18|43|2012-03-29 21:46:46.848545
590|1|8|10|2007-06-16 17:57:37.480457
-3|-3|-3|-3|2007-06-16 17:57:37.480457
20342|4|19|49|2012-03-29 21:46:47.889205
14326|1|6|5113|2007-08-23 08:08:45.046558
1174|1|11|32|2007-06-16 17:57:37.480457
70|4|20|13|2007-06-16 17:57:37.480457
20310|1|2|18|2012-03-29 21:46:47.786133
14790|1|13|5104|2009-08-13 22:01:01.724963
20062|4|18|34|2012-03-29 21:46:46.647729
14566|1|1|5|2008-06-05 22:00:52.847902
15486|1|6|5113|2011-06-27 21:44:40.084882
19870|4|20|13|2012-03-29 21:46:45.484675
19790|1|12|17|2012-03-29 21:46:45.183851
15614|1|11|31|2011-12-27 21:44:17.690838
20110|1|12|2|2012-03-29 21:46:46.909875
14958|1|9|5105|2010-07-14 21:45:54.346534
374|1|14|28|2007-06-16 17:57:37.480457
1846|4|20|13|2007-06-16 17:57:37.480457
14662|1|15|5108|2008-09-17 22:00:54.592977
542|4|18|42|2007-06-16 17:57:37.480457
910|1|1|7|2007-06-16 17:57:37.480457
20046|4|18|42|2012-03-29 21:46:46.572199
854|1|1|11|2007-06-16 17:57:37.480457
20286|1|5|45|2012-03-29 21:46:47.701301
20654|4|20|12|2012-12-18 21:47:01.120499
20374|1|9|5105|2012-03-29 21:46:47.994075
20142|1|11|30|2012-03-29 21:46:47.03288
2022|1|13|5104|2007-06-16 17:57:37.480457
15638|4|18|42|2012-01-17 21:45:00.03768
62|1|8|4|2007-06-16 17:57:37.480457
19934|1|14|28|2012-03-29 21:46:45.723491
798|1|12|2|2007-06-16 17:57:37.480457
14782|1|1|11|2009-06-30 22:01:00.059693
934|4|20|14|2007-06-16 17:57:37.480457
15654|4|18|22|2012-03-05 21:46:32.894091
19998|1|8|6|2012-03-29 21:46:46.273707
1598|1|1|5|2007-06-16 17:57:37.480457
20366|1|1|11|2012-03-29 21:46:47.967579
15070|1|6|5113|2011-01-25 21:45:59.218641
14302|1|12|3|2007-06-19 18:00:39.659171
318|1|11|33|2007-06-16 17:57:37.480457
790|1|12|1|2007-06-16 17:57:37.480457
1526|1|8|6|2007-06-16 17:57:37.480457
14758|4|20|13|2009-04-29 22:00:55.769503
822|1|12|2|2007-06-16 17:57:37.480457
19958|1|9|39|2012-03-29 21:46:45.81592
22|1|12|1|2007-06-16 17:57:37.480457
14742|1|15|5108|2009-03-16 22:00:53.358119
14830|1|9|5105|2009-12-16 21:46:03.565299
1582|4|18|22|2007-06-16 17:57:37.480457
446|1|13|20|2007-06-16 17:57:37.480457
19950|1|9|5105|2012-03-29 21:46:45.780661
15534|1|8|10|2011-12-27 21:44:17.145597
14518|4|20|13|2008-04-28 18:00:53.961851
14886|1|1|7|2010-01-07 21:46:07.78672
622|1|16|19|2007-06-16 17:57:37.480457
19758|1|1|7|2012-03-29 21:46:45.049761
342|1|11|31|2007-06-16 17:57:37.480457
14814|1|8|4|2009-10-13 21:45:54.455105
15550|4|18|42|2011-12-27 21:44:17.361938
19838|1|11|32|2012-03-29 21:46:45.363424
14750|4|20|13|2009-04-07 22:00:59.971992
20270|1|12|2|2012-03-29 21:46:47.603294
382|1|9|5105|2007-06-16 17:57:37.480457
14366|1|8|4|2007-10-11 18:00:42.841689
278|1|9|39|2007-06-16 17:57:37.480457
2414|1|12|1|2007-06-16 17:57:37.480457
14558|1|9|5105|2008-06-05 22:00:52.847902
20238|1|11|31|2012-03-29 21:46:47.503075
14638|1|1|11|2008-08-21 22:00:56.525036
20526|1|15|5103|2012-08-31 21:46:43.021031
14870|1|1|11|2010-01-07 21:46:07.78672
158|1|1|5|2007-06-16 17:57:37.480457
19742|1|13|5104|2012-03-29 21:46:44.997813
6|1|8|6|2007-06-16 17:57:37.480457
19918|1|9|40|2012-03-29 21:46:45.671536
2110|1|6|5113|2007-06-16 17:57:37.480457
20510|1|9|5105|2012-07-26 21:46:46.921244
550|4|18|43|2007-06-16 17:57:37.480457
918|1|1|11|2007-06-16 17:57:37.480457
2406|4|18|43|2007-06-16 17:57:37.480457
14918|1|11|31|2010-05-24 21:45:55.297067
14342|4|18|22|2007-09-10 18:00:56.827229
494|1|12|1|2007-06-16 17:57:37.480457
38|1|8|10|2007-06-16 17:57:37.480457
1510|1|8|10|2007-06-16 17:57:37.480457
20630|1|12|2|2012-11-01 21:47:02.661796
1246|1|9|39|2007-06-16 17:57:37.480457
15598|1|9|40|2011-12-27 21:44:17.634932
15022|1|13|9|2010-09-23 21:45:58.573369
20542|1|7|5110|2012-10-08 21:46:55.542094
78|1|12|3|2007-06-16 17:57:37.480457
1550|1|13|9|2007-06-16 17:57:37.480457
19726|1|12|2|2012-03-29 21:46:44.88767
534|4|18|34|2007-06-16 17:57:37.480457
14606|1|8|10|2008-06-05 22:00:52.847902
14974|4|20|13|2010-08-18 21:45:55.527485
19846|1|14|27|2012-03-29 21:46:45.388038
438|1|8|6|2007-06-16 17:57:37.480457
15526|1|11|31|2011-12-27 21:44:16.987513
19942|1|9|5105|2012-03-29 21:46:45.754958
926|1|1|5|2007-06-16 17:57:37.480457
2542|1|13|9|2007-06-16 17:57:37.480457
214|1|11|30|2007-06-16 17:57:37.480457
20454|1|9|5105|2012-03-29 21:46:48.301188
950|1|14|16|2007-06-16 17:57:37.480457
15470|1|13|9|2011-05-09 21:44:49.603235
19886|1|11|33|2012-03-29 21:46:45.534654
20150|1|9|40|2012-03-29 21:46:47.107627
2046|1|9|5105|2007-06-16 17:57:37.480457
14614|1|9|5105|2008-06-19 22:00:52.484356
20134|1|17|5111|2012-03-29 21:46:47.008916
366|1|14|28|2007-06-16 17:57:37.480457
14350|4|20|12|2007-09-24 18:00:51.780139
14718|1|87|5112|2009-01-14 22:00:59.311531
886|1|12|3|2007-06-16 17:57:37.480457
15606|1|9|5105|2011-12-27 21:44:17.665142
14966|1|2|18|2010-08-10 21:46:03.129864
14598|1|1|5|2008-06-05 22:00:52.847902
19750|1|13|9|2012-03-29 21:46:45.021107
20118|1|17|5111|2012-03-29 21:46:46.935047
15014|1|1|7|2010-09-13 21:45:52.765459
20534|1|12|2|2012-09-14 21:46:48.70263
14510|1|13|20|2008-03-27 18:07:03.989848
14358|1|1|5|2007-10-11 18:00:42.841689
174|4|20|13|2007-06-16 17:57:37.480457
486|1|8|10|2007-06-16 17:57:37.480457
1222|1|11|32|2007-06-16 17:57:37.480457
14398|1|11|31|2007-12-14 18:00:46.629838
502|1|13|9|2007-06-16 17:57:37.480457
14534|1|12|3|2008-06-05 22:00:52.847902
20302|1|2|46|2012-03-29 21:46:47.761348
20670|1|12|2|2012-12-18 21:47:02.028536
19702|4|20|13|2012-03-29 21:46:44.689289
2038|1|8|4|2007-06-16 17:57:37.480457
862|4|20|12|2007-06-16 17:57:37.480457
686|1|1|8|2007-06-16 17:57:37.480457
1158|1|11|30|2007-06-16 17:57:37.480457
54|1|1|8|2007-06-16 17:57:37.480457
14774|1|13|20|2009-06-10 22:00:55.286595
14806|1|5|45|2009-10-06 21:45:54.030927
20326|1|6|5113|2012-03-29 21:46:47.840019
510|4|18|34|2007-06-16 17:57:37.480457
15566|1|8|4|2011-12-27 21:44:17.457779
2510|1|12|17|2007-06-16 17:57:37.480457
1182|1|11|32|2007-06-16 17:57:37.480457
2438|1|12|2|2007-06-16 17:57:37.480457
2070|1|17|5111|2007-06-16 17:57:37.480457
222|1|1|5|2007-06-16 17:57:37.480457
958|1|14|28|2007-06-16 17:57:37.480457
2062|1|17|5111|2007-06-16 17:57:37.480457
14942|1|10|37|2010-06-17 21:45:55.650952
102|1|14|16|2007-06-16 17:57:37.480457
19974|1|8|4|2012-03-29 21:46:45.91982
2398|1|17|5111|2007-06-16 17:57:37.480457
14382|1|3|48|2007-10-16 18:00:51.319766
14734|4|18|42|2009-03-02 22:00:57.245647
574|1|12|2|2007-06-16 17:57:37.480457
20078|4|18|22|2012-03-29 21:46:46.706328
654|4|20|13|2007-06-16 17:57:37.480457
20158|1|12|2|2012-03-29 21:46:47.150812
518|4|18|42|2007-06-16 17:57:37.480457
1254|1|9|5105|2007-06-16 17:57:37.480457
662|1|10|37|2007-06-16 17:57:37.480457
20166|1|1|5|2012-03-29 21:46:47.191479
14878|1|1|5|2010-01-07 21:46:07.78672
238|1|11|32|2007-06-16 17:57:37.480457
